,id,guest_id,rating,review,is_anonymous,reservation_id,scores_accuracy,scores_check_in,scores_cleanliness,scores_communication,scores_location,scores_value
1823,1801,1826,10,"I had a fantastic stay at Brigit's house. It's a beautiful property...very well equipped, stylish and - best of all - with fantastic outdoor areas (a garden, a smaller decked area and a great balcony). It's in a lovely area of Sydney with a great market and bars/restaurants on the doorstep.

Brigit was a great host....very helpful, friendly and knowledgable about the local area. 

A great place to stay!",FALSE,10,10,10,10,10,10,10
1824,1802,1827,9,"This was one of our best stays with airbnb. My only regret is that we were there for such a short time. Brigit is a warm, welcoming host. We were greeted with a big cheerful smile, a warm introduction to this delightful property, a bowl of fresh peaches and chocolates! The cottage is spotlessly clean, tastefully furnished and very, very comfortable. It has lots of natural light, a comfy bed, great shower, cosy private outdoor spaces. The location is great and very quiet. Thanks Brigit! We loved it. ",FALSE,9,9,9,9,9,9,9
1825,1803,1828,9,"we spent our last 2 nights of vacation in Australia  in Cremorne at Helen and Chriss beautiful house . Helen was such a wonderful host and we really appreciated  her kindness.She welcomed us with her special olive bread and coffee and gave us really good tips on eateries etc.We were fortunate enough to meet the cute grandson Jack and felt like at a home away from home.
The house is close to our favourite Beach in Sydney called Balmoral (which is not as trendy as Bondi or Manly with the 20 somethings) close to the zoo and wonderful walking tracks along the beaches near there as well.
I believe it's also close to busses and the ferry and had plenty street parking.
We would absolutely stay again.
Thanks Helen and Chris
",FALSE,9,9,9,9,9,9,9
1826,1804,1829,10,"Chris and Helen are wonderful hosts...they have a beautiful home, and we couldn't have been made more welcome. Helen was lovely to chat to and to find out all about the area. We would definitely stay again if we come to Sydney again.",FALSE,10,10,10,10,10,10,10
1827,1805,1830,9,Lovely Chic House not too far from the harbour bridge. Helen and Christopher are wonderful hosts. Made us feel at home and super comfortable.  The bedrooms were beautiful and all the linens were provided. Helen's tips on non-touristy activities helped us absorb the city all the more.   Balmoral beach and Mosman market were very close to their place.Will love to stay again when we return to Sydney. Highly recommended.,FALSE,9,9,9,9,9,9,9
1828,1806,1831,9,"Both Chris and Helen are very friendly hosts and made our stay enjoyable. They were very good at providing directions and giving us advise on where to see the NY's fireworks. Location wise, it's close to everything, only a short drive to Belmoral beach for morning coffee fix. A good experience overall :) ",FALSE,9,9,9,9,9,9,9
1829,1807,1832,8,The host canceled this reservation 23 days before arrival. This is an automated posting.,FALSE,8,8,8,8,8,8,8
1830,1808,1833,9,"After 10 days in such a fantastic terrace, I can say that Natasa is simply the perfect host, and even better person! Friendly, funny and flexible, she is always ready to help, to have a conversation and she makes you feel like at home as you enter the house. The house is clean and tidy, and the kitchen and living room are spacious and with all you may need. The room itself, with double bed, is a perfect and very comfortable place to relax as at home. The house is perfectly located 1 minute (or even less) form Petersham train station, from where you get to the city in a 10 minutes ride. There is also a supermarket and shops nearby, which make it easy to get provisions. Of course, the house has Wifi connection, which is fast and reliable.
This has been the first time I book a room through Airbnb and it has been such a fantastic experience that I will definitely consider Airbnb for further stays, and if in Sydney, at Natasa’s place for sure!
",FALSE,9,9,9,9,9,9,9
1831,1809,1834,9,"Natasa was a friendly and communicative host. She was always very busy but took her time to provide us with useful information about places to go, things to see and how to get there. We had chosen her place to organize the further months of our stay in Sydney and booked the accommodation before our arrival in Australia. The house is located in a side road to Petersham rail station - a perfect location to get into the heard of Sydney quick and easy. The room, bathroom and kitchen were equipped with everything you need. We enjoyed stayting at Natasas home!",FALSE,9,9,9,9,9,9,9
1832,1810,1835,9,"No other place to feel like you're at home : comfy, clean, with all that you may need in your bedroom (from the adptators to the tissues), the bathroom, in the kitchendo or to your laundry, watch TV or relax in the beautiful cozy garden.
As for the host, Natasa is an amazing woman. If you like your independance, no problem either; But you'll miss something by not having a nice and funny chat with your hostess, a multi-talented woman with a viral happinness ;) As mentionned before, don't miss a slice of Natasa's exquisite pizzas or fresh salad.
This all could sound as an ad, yet it's all the result of a so very nice stay in this inner west terrace of Sydney.
More than highly recommended !",FALSE,9,9,9,9,9,9,9
1833,1811,1836,9,"Had a brilliant stay with Natasa. A beautiful person and SO easy to get along with. Has made my 1 month stay absolutely memorable and always had time to help out with even the smallest things and kick back and have a laugh over wine. The house location is easily commutable to the CBD and grocery stores are within 5-10 minute walk. Highly recommend staying with Natasa, she will make you feel right at home. ",FALSE,9,9,9,9,9,9,9
1834,1812,1837,9,"Location, room, security, comfort etc are all great. Natasa as a host is what makes this more that a place to just crash. She is a very sweet woman who gave us some great insights into the city. She even showed us the best (and secret) place to get front row for the NYE fireworks overlooking the bridge and harbour. 

With this being the first Air bnb experience for us we were a little anxious, but as soon as we arrived, we were sure we had made the best decision.

Travellers may want to consider a rail card if choosing this location as it saves lots of money for those staying a few days or more. ",FALSE,9,9,9,9,9,9,9
1835,1813,1838,9,"This place is awesome! Me and my wife stayed here for nearly 2 weeks and we felt so comfortable and welcome. Natasa is such an amazing person, so friendly, easy-going, helpful, open-minded and funny. It is so easy to talk to Natasa. She gave us a lot of advices and very good ideas during our stay in Sydney. The location is great if you want to explore Sydney. The train station is very close and it makes it so easy to reach all the places. Natasa's home is very clean and so cozy. Our room was fantastic and very comfortable. We felt like home at Natasa's place and we would stay there again. We highly recommend this place!  ",FALSE,9,9,9,9,9,9,9
1836,1814,1839,9,"I stayed at Sue's apartment for nearly a month while I was in Sydney for work. The apt looks exactly as pictured and the area around is great: Lots of restaurants and bars. There are busses, but all is just a walk away. 
Sue made me feel super welcome and everything was well organised. If I come back, I'll definitely stay there again. The apt really was a  home away from home and I am missing Sydney already.",FALSE,9,9,9,9,9,9,9
1837,1815,1840,10,This is an amazing apartment in a great location! I stayed here for 3 months and everything was as good as the pictures/description.,FALSE,10,10,10,10,10,10,10
